"province","year","pop_total","pop_male","pop_female","pop_urban","pop_rural","pop_birth","pop_death","pop_growth","population","population.rural","population.urban"
"Sichuan",1970,6052.4,3089,2963.4,,,38.7,9.2,29.5,60.524,,
"Sichuan",1971,6229.4,3176,3053.4,,,38.1,9.1,29,62.294,,
"Sichuan",1972,6403.9,3260.4,3143.5,,,37.2,9.9,27.3,64.039,,
"Sichuan",1973,6582.4,3355.4,3227,,,36.6,9.7,26.9,65.824,,
"Sichuan",1974,6729.5,3430.2,3299.3,,,35.1,9.1,26,67.295,,
"Sichuan",1975,6874.7,3508.2,3366.5,,,31.2,8.8,22.4,68.747,,
"Sichuan",1976,6963,3560.2,3402.8,,,25.8,8.5,17.3,69.63,,
"Sichuan",1977,7031.3,3598.8,3432.5,,,20.5,8.1,12.4,70.313,,
"Sichuan",1978,7071.9,3621.5,3450.4,,,15.1,7,8.1,70.719,,
"Sichuan",1979,7120.5,3646.6,3473.9,,,15.2,6.9,8.3,71.205,,
"Sichuan",1980,7154.8,3668.3,3486.5,,,13,6.8,6.2,71.548,,
"Sichuan",1981,7215.6,3710.9,3504.7,,,18,7,11,72.156,,
"Sichuan",1982,7300.4,3755.9,3544.5,,,15.8,6.9,8.9,73.004,,
"Sichuan",1983,7336.9,3779.3,3557.6,,,13.1,7,6.1,73.369,,
"Sichuan",1984,7364,3797.4,3566.6,,,10.8,7.1,3.7,73.64,,
"Sichuan",1985,7419.3,3828.9,3590.4,,,15.4,7.2,8.2,74.193,,
"Sichuan",1986,7511.9,3879.7,3632.2,,,20.5,6.9,13.6,75.119,,
"Sichuan",1987,7613.2,3934.9,3678.3,,,17.9,7,10.9,76.132,,
"Sichuan",1988,7716.4,3989.8,3726.6,,,18.3,6.6,11.7,77.164,,
"Sichuan",1989,7803.2,4038.6,3764.6,,,19.1,7.3,11.8,78.032,,
"Sichuan",1990,7892.5,4088.1,3804.4,,,19.1,7.7,11.4,78.925,,
"Sichuan",1991,7947.8,4119.5,3828.3,,,15.8,7.3,8.5,79.478,,
"Sichuan",1992,7992.2,4144.1,3848.1,,,16.3,7,9.3,79.922,,
"Sichuan",1993,8037.4,4171.2,3866.2,,,16.8,7.2,9.6,80.374,,
"Sichuan",1994,8098.7,4205.3,3893.4,,,16.9,7,9.9,80.987,,
"Sichuan",1995,8161.2,4238.9,3922.3,,,17.1,7.2,9.9,81.612,,
"Sichuan",1996,8215.4,4266.6,3948.8,,,16.6,7.3,9.3,82.154,,
"Sichuan",1997,8264.7,4291.4,3973.3,,,15.7,7,8.7,84.3,,
"Sichuan",1998,8315.7,4317.5,3998.2,,,14.6,7.1,7.5,84.93,,
"Sichuan",1999,8358.6,4337.7,4020.9,,,13.8,7,6.8,85.5,,
"Sichuan",2000,8407.5,4358.9,4048.6,,,12.1,7,5.1,83.29,,
"Sichuan",2001,8436.6,4375.4,4061.2,,,11.2,6.8,4.4,81.43,,
"Sichuan",2002,8474.5,4395.3,4079.2,,,10.4,6.5,3.9,81.1,,
"Sichuan",2003,8529.4,4424.7,4104.7,,,9.2,6.1,3.1,81.76,,
"Sichuan",2004,8595.3,4460,4135.3,,,9.1,6.3,2.8,80.9,,
"Sichuan",2005,8212,4213,3999,2710,5502,9.7,6.8,2.9,82.12,54.99,27.09
"Sichuan",2006,8169,4149,4020,2802,5367,9.2,6.3,2.9,81.69,53.67,28.02
"Sichuan",2007,8127,4121,4006,2893,5234,9.2,6.3,2.9,81.27,52.338,28.932
"Sichuan",2008,8138,4113,4025,3044,5094,9.5,7.2,2.3,81.38,50.944,30.436
"Sichuan",2009,,,,,,,,,81.85,50.174,31.676
"Sichuan",2010,,,,,,,,,80.449,48.073,32.344
"Sichuan",2011,,,,,,,,,80.5,46.827,33.673
"Sichuan",2012,,,,,,,,,80.762,45.606,35.156
"Sichuan",2013,,,,,,,,,81.07,44.67,36.4
"Sichuan",2014,,,,,,,,,81.402,43.713,37.689
"Sichuan",2015,,,,,,,,,82.04,42.91,39.13
"Sichuan",2016,,,,,,,,,82.62,41.963,40.657
"Tianjin",1949,402.54,212.4,190.14,195.84,206.7,19.11,10.19,8.92,4.025,2.067,1.958
"Tianjin",1950,407.14,213.16,193.98,199.7,207.44,34.63,11.99,22.64,4.071,2.074,1.997
"Tianjin",1951,424.2,225.32,198.88,215.51,208.69,34.9,12.52,22.38,4.242,2.087,2.155
"Tianjin",1952,439.22,233.58,205.64,225.41,213.81,32.76,10.74,22.02,4.392,2.138,2.254
"Tianjin",1953,462.21,245.31,216.9,243.01,219.2,34.56,10.18,24.38,4.622,2.192,2.43
"Tianjin",1954,478.37,252.18,226.19,260.63,217.74,37.25,9.26,27.99,4.784,2.177,2.606
"Tianjin",1955,487.32,254.29,233.03,258.79,228.53,37.12,9.85,27.27,4.873,2.295,2.588
"Tianjin",1956,506.91,261.98,244.93,273.73,233.17,34.39,8.79,25.6,5.069,2.332,2.737
"Tianjin",1957,529.65,273.19,256.46,294.27,235.38,37.28,9.35,27.93,5.297,2.354,2.943
"Tianjin",1958,548.29,283.51,264.78,310.62,237.68,34.56,8.66,25.9,5.483,2.377,3.106
"Tianjin",1959,567.52,294.31,273.21,328.95,238.57,28.49,9.88,18.61,5.675,2.386,3.29
"Tianjin",1960,583.53,302.17,281.36,341.34,242.19,27.41,10.34,17.07,5.835,2.422,3.413
"Tianjin",1961,584.23,298.77,285.46,337.01,247.22,20.42,9.89,10.53,5.842,2.472,3.37
"Tianjin",1962,595.63,302.52,293.11,333.12,262.51,33.68,7.36,26.32,5.956,2.625,3.331
"Tianjin",1963,615.33,315.09,300.24,342.73,272.6,40.61,7.3,33.31,6.153,2.726,3.427
"Tianjin",1964,629.52,322.55,306.97,349.64,279.88,28.72,7.79,20.93,6.295,2.799,3.496
"Tianjin",1965,637.8,325.47,312.33,350.19,287.61,24.33,6.17,18.16,6.378,2.876,3.502
"Tianjin",1966,640.85,326.9,313.95,344.36,296.49,21.02,6.91,14.11,6.409,2.965,3.444
"Tianjin",1967,649.72,331.64,318.08,347.35,302.37,18.05,5.93,12.12,6.497,3.024,3.474
"Tianjin",1968,655.04,332.77,322.27,344.94,310.1,23.16,6.28,16.88,6.55,3.101,3.449
"Tianjin",1969,650.75,330.17,320.58,329.53,321.22,21.24,6.51,14.73,6.508,3.212,3.295
"Tianjin",1970,652.7,330.8,321.9,313.28,339.43,22.1,6.25,15.85,6.527,3.394,3.133
"Tianjin",1971,663.41,336.25,327.15,319.9,343.5,19.67,5.9,13.77,6.634,3.435,3.188
"Tianjin",1972,674.65,342.31,332.34,328.99,345.66,19.06,6.51,12.55,6.747,3.457,3.29
"Tianjin",1973,683.31,346.7,336.6,332.76,350.55,16.48,5.82,10.66,6.833,3.506,3.328
"Tianjin",1974,692.47,352.29,340.18,335.59,356.88,13.99,6.22,7.77,6.925,3.569,3.356
"Tianjin",1975,702.86,357.83,345.03,343.98,358.88,13.89,6.59,7.3,7.029,3.589,3.44
"Tianjin",1976,706.5,360.1,346.4,345.54,360.96,12.79,10.03,2.76,7.065,3.61,3.455
"Tianjin",1977,712.87,363.11,349.76,347.19,365.68,13.18,6.36,6.82,7.129,3.657,3.472
"Tianjin",1978,724.27,368.2,356.08,358.45,365.82,15.47,6.26,9.21,7.243,3.658,3.585
"Tianjin",1979,739.42,375.06,364.36,380.57,358.85,14.57,5.94,8.63,7.394,3.589,3.806
"Tianjin",1980,748.91,379.94,368.97,392.62,356.28,13.29,6.04,7.25,7.489,3.563,3.926
"Tianjin",1981,760.32,385.59,374.72,400.75,359.57,17.9,5.99,11.91,7.603,3.596,4.008
"Tianjin",1982,774.92,393.26,381.66,410.7,364.21,20.05,5.64,14.41,7.749,3.642,4.107
"Tianjin",1983,785.28,398.57,386.72,419.57,365.72,17.14,5.41,11.73,7.853,3.657,4.196
"Tianjin",1984,795.52,403.9,391.62,437.09,358.43,15.67,5.43,10.24,7.956,3.584,4.371
"Tianjin",1985,804.8,409.03,395.77,445.69,359.11,13.94,5.78,8.15,8.048,3.591,4.457
"Tianjin",1986,814.97,414.64,400.33,447.05,367.92,15,5.71,9.29,8.19,3.678,4.471
"Tianjin",1987,828.73,421.68,407.06,454.68,374.05,17.07,6.08,10.99,8.31,3.741,4.547
"Tianjin",1988,839.21,426.91,412.3,467.38,371.82,15.92,5.65,10.27,8.43,3.718,4.674
"Tianjin",1989,852.35,433.48,418.87,476.62,375.73,15.5,6.49,9.01,8.56,3.757,4.766
"Tianjin",1990,866.25,439.95,426.3,485.44,380.81,15.62,5.79,9.83,8.84,3.808,4.854
"Tianjin",1991,872.63,442.91,429.72,490.32,382.31,11.94,5.78,6.16,9.09,3.823,4.903
"Tianjin",1992,878.97,445.89,433.07,494.8,384.16,12.5,6,6.5,9.2,3.842,4.948
"Tianjin",1993,885.89,449.22,436.67,499.98,385.91,10.71,6.2,4.51,9.28,3.859,5
"Tianjin",1994,890.55,451.54,439.02,504.03,386.51,10.98,6.19,4.79,9.35,3.865,5.04
"Tianjin",1995,894.67,453.24,441.44,507.94,386.73,10.23,6.23,4,9.42,3.867,5.079
"Tianjin",1996,898.45,454.78,443.67,513.15,385.29,10.09,6.53,3.56,9.482,3.853,5.132
"Tianjin",1997,899.8,455.08,444.72,515.36,384.44,9.98,6.95,3.03,9.526,3.844,5.154
"Tianjin",1998,905.09,457.34,447.75,521.37,383.72,9.89,6.49,3.4,9.566,3.837,5.214
"Tianjin",1999,910.17,459.72,450.45,528.68,381.5,9.68,6.73,2.95,9.595,3.815,5.287
"Tianjin",2000,912,460.63,451.37,532.51,379.5,7.72,6.17,1.55,10.011,3.795,5.325
"Tianjin",2001,913.98,461.33,452.65,535.22,378.76,7.58,5.94,1.64,10.041,3.788,5.352
"Tianjin",2002,919.05,463.71,455.35,541.14,377.91,7.49,6.04,1.45,10.072,3.779,5.411
"Tianjin",2003,926,467.33,458.67,549.74,376.26,7.14,6.04,1.1,10.113,3.763,5.497
"Tianjin",2004,932.55,470.57,461.98,556.17,376.38,7.31,5.97,1.34,10.237,3.764,5.562
"Tianjin",2005,939.31,473.77,465.54,562.4,376.91,7.44,6.01,1.43,10.425,2.595,7.831
"Tianjin",2006,948.89,478.34,470.55,571.04,377.85,7.67,6.07,1.6,10.75,2.609,8.141
"Tianjin",2007,959.1,483.17,475.93,580.34,378.76,7.91,5.86,2.05,11.15,2.641,8.509
"Tianjin",2008,968.87,487.86,481.01,588.27,380.6,8.13,5.94,2.19,11.76,2.678,9.082
"Tianjin",2009,,,,,,,,,12.282,2.701,9.581
"Tianjin",2010,,,,,,,,,12.993,2.661,10.278
"Tianjin",2011,,,,,,,,,13.546,2.642,10.908
"Tianjin",2012,,,,,,,,,14.132,2.607,11.524
"Tianjin",2013,,,,,,,,,14.722,2.649,12.074
"Tianjin",2014,,,,,,,,,15.168,2.689,12.479
"Tianjin",2015,,,,,,,,,15.47,2.686,12.784
"Tianjin",2016,,,,,,,,,15.621,2.667,12.955
"Tibet",1949,,,,,,,,,1.228,,
"Tibet",1950,,,,,,,,,1.27,,
"Tibet",1951,114.09,,,,,,,,1.141,,
"Tibet",1952,115,,,,,,,,1.15,,
"Tibet",1953,115.92,,,,,,,,1.159,,
"Tibet",1954,116.85,,,,,,,,1.169,,
"Tibet",1955,117.78,,,,,,,,1.178,,
"Tibet",1956,118.72,,,,,,,,1.187,,
"Tibet",1957,119.67,,,,,,,,1.197,,
"Tibet",1958,120.62,,,,,,,,1.206,,
"Tibet",1959,122.8,59.62,63.18,,,,,,1.228,,
"Tibet",1960,126.98,61.68,65.3,,,,,,1.27,,
"Tibet",1961,129.87,,,,,,,,1.299,,
"Tibet",1962,130.17,,,,,,,,1.302,,
"Tibet",1963,132.38,,,,,,,,1.324,,
"Tibet",1964,134.67,,,,,,,,1.347,,
"Tibet",1965,137.12,66.93,70.19,,,14.4,5.1,9.3,1.371,,
"Tibet",1966,139.67,68.07,71.6,,,15.2,6.3,8.9,1.397,,
"Tibet",1967,142.41,69.18,73.23,,,17.4,11.9,5.5,1.424,,
"Tibet",1968,145.16,70.56,74.6,,,16.2,8.2,8,1.452,,
"Tibet",1969,148.05,71.9,76.15,,,17.5,7.1,10.4,1.481,,
"Tibet",1970,151.2,73.47,77.73,10.7,140.5,25.3,10.2,15.1,1.512,1.405,0.107
"Tibet",1971,155.38,75.43,79.92,12.31,143.7,25.1,9.8,15.3,1.554,1.437,0.123
"Tibet",1972,159.28,77.48,81.8,13.66,145.62,25,9.3,15.7,1.593,1.456,0.137
"Tibet",1973,162.92,79.35,83.57,16.05,146.87,25.3,9.5,15.8,1.629,1.469,0.161
"Tibet",1974,166.12,80.82,85.3,17.02,149.1,24.6,9.2,15.4,1.661,1.491,0.17
"Tibet",1975,169.11,82.36,86.75,17.65,151.46,24.3,9.1,15.2,1.691,1.515,0.177
"Tibet",1976,172.4,83.93,88.47,19.07,153.33,23.5,9.3,14.2,1.724,1.533,0.191
"Tibet",1977,175.62,85.41,90.21,19.55,156.07,24.4,9.1,15.2,1.756,1.561,0.196
"Tibet",1978,178.82,87.3,91.52,20.22,158.54,22.9,8.8,14.1,1.788,1.585,0.202
"Tibet",1979,182.69,89.38,93.31,21.99,160.7,22.4,8.2,14.2,1.827,1.607,0.22
"Tibet",1980,185.28,90.52,94.76,23.77,161.51,21.4,8.2,13.2,1.853,1.615,0.238
"Tibet",1981,185.96,91.21,94.75,18.3,167.66,24.4,8.8,15.6,1.86,1.677,0.183
"Tibet",1982,189.25,93.01,96.24,17.95,171.3,24.5,7.7,16.8,1.893,1.713,0.18
"Tibet",1983,193.14,94.56,98.58,18.77,174.37,27,8.6,18.4,1.931,1.744,0.188
"Tibet",1984,196.68,96.58,100.1,20.06,176.62,24,8,16,1.967,1.766,0.201
"Tibet",1985,199.48,98.41,101.07,20.53,178.95,23.3,10.1,13.2,1.995,1.79,0.205
"Tibet",1986,202.49,99.02,103.47,20.59,181.9,24.5,8.4,16.1,2.03,1.819,0.206
"Tibet",1987,207.95,102.31,105.64,26.35,181.6,24.2,8,16.2,2.08,1.816,0.264
"Tibet",1988,212.31,104.64,107.67,27.84,184.47,22.7,7.7,15,2.12,1.845,0.278
"Tibet",1989,215.91,106.39,109.52,36.09,179.82,24.2,8,16.2,2.16,1.798,0.361
"Tibet",1990,221.47,108.19,109.86,35.68,187.37,26,8.9,17.1,2.22,1.874,0.357
"Tibet",1991,225.03,109.2,112.59,36.26,185.53,24.5,8.4,16.1,2.26,1.855,0.363
"Tibet",1992,228.53,110.86,114.41,37.01,188.26,23.6,8.1,15.5,2.28,1.883,0.37
"Tibet",1993,232.22,113.17,115.71,37.84,191.04,23.8,7.6,16.2,2.32,1.91,0.378
"Tibet",1994,236.14,114.62,117.36,38.48,193.5,24.9,8.7,16.2,2.36,1.935,0.385
"Tibet",1995,239.84,116.4,119.16,39.83,196.17,24.9,8.8,16.1,2.4,1.962,0.398
"Tibet",1996,243.7,118.91,120.39,40.4,198.9,24.7,8.5,16.2,2.44,1.989,0.404
"Tibet",1997,247.6,120.9,121.84,41.72,201.02,23.9,7.9,16,2.48,2.01,0.417
"Tibet",1998,251.54,121.4,123.98,43.86,201.53,23.7,7.8,15.9,2.52,2.015,0.439
"Tibet",1999,255.51,123.16,124.56,66.87,180.85,23.2,7.4,15.8,2.56,1.809,0.669
"Tibet",2000,259.83,124.95,126.29,79.51,171.72,19.5,6.6,12.9,2.58,1.717,0.795
"Tibet",2001,262.95,126.02,127.68,81.3,172.4,18.6,6.5,12.1,2.636,1.724,0.813
"Tibet",2002,266.88,127.38,128.06,83.67,171.77,18.8,6.1,12.7,2.682,1.718,0.837
"Tibet",2003,270.17,129.5,129.71,98.43,160.78,17.4,6.3,11.1,2.722,1.608,0.984
"Tibet",2004,273.68,131.61,131.83,100.04,163.42,17.4,6.2,11.2,2.764,1.634,1
"Tibet",2005,277,135.14,132.41,100.78,166.77,17.9,7.2,10.8,2.803,2.02,0.74
"Tibet",2006,281,134.51,134.07,100.82,167.76,17.4,5.7,11.7,2.851,2.017,0.793
"Tibet",2007,284.15,136.91,136.68,104.75,168.84,16.4,5.1,11.3,2.888,2.036,0.804
"Tibet",2008,287.08,140.42,138.81,108.15,171.08,15.5,5.2,10.3,2.923,2.221,0.649
"Tibet",2009,,,,,,,,,2.958,2.21,0.69
"Tibet",2010,,,,,,,,,3.002,2.322,0.681
"Tibet",2011,,,,,,,,,3.033,2.344,0.689
"Tibet",2012,,,,,,,,,3.076,2.376,0.7
"Tibet",2013,,,,,,,,,3.12,2.381,0.74
"Tibet",2014,,,,,,,,,3.176,2.358,0.818
"Tibet",2015,,,,,,,,,3.24,2.341,0.899
"Tibet",2016,,,,,,,,,3.305,2.328,0.977
"Xinjiang",1949,433.34,224.4,208.94,52.93,380.41,30.02,20.82,9.2,4.333,3.804,0.529
"Xinjiang",1950,443.9,230.66,213.84,56.22,387.68,30.09,19.92,10.17,4.439,3.877,0.562
"Xinjiang",1951,454.63,235.76,218.87,59.85,394.78,30.12,19.41,10.71,4.546,3.948,0.599
"Xinjiang",1952,465.17,241.46,223.71,61.65,403.52,30.16,18.83,11.33,4.652,4.035,0.617
"Xinjiang",1953,478.36,250.78,227.58,64.12,414.24,30.63,17.78,12.85,4.784,4.142,0.641
"Xinjiang",1954,500.08,264.74,235.34,75.11,424.97,31.31,16.8,14.51,5.001,4.25,0.751
"Xinjiang",1955,511.78,272.55,239.23,77.08,434.7,30.67,14.4,16.27,5.118,4.347,0.771
"Xinjiang",1956,533.17,285.23,247.94,81.1,452.07,31.1,14.2,16.9,5.332,4.521,0.811
"Xinjiang",1957,558.01,297.9,260.11,94.07,463.94,31.48,14,17.48,5.58,4.639,0.941
"Xinjiang",1958,582.35,314.67,267.68,114.37,467.98,31.03,13,18.03,5.824,4.68,1.144
"Xinjiang",1959,648.98,357.19,291.79,160.19,488.79,29.87,18.84,11.03,6.49,4.888,1.602
"Xinjiang",1960,686.33,378.87,307.46,180.04,506.29,28.13,15.67,12.46,6.863,5.063,1.8
"Xinjiang",1961,710.06,388.92,321.14,166.54,543.52,25.16,11.71,13.45,7.101,5.435,1.665
"Xinjiang",1962,698.97,374.96,324.01,145.14,553.83,32.02,9.71,22.31,6.99,5.538,1.451
"Xinjiang",1963,713.12,379.93,333.19,139.32,573.8,35.14,9.43,25.71,7.131,5.738,1.393
"Xinjiang",1964,744.18,397.38,346.8,136.01,608.17,42.26,16.35,25.91,7.442,6.082,1.36
"Xinjiang",1965,789.1,418.84,370.26,147.36,641.74,41.65,11.08,30.57,7.891,6.417,1.474
"Xinjiang",1966,837.99,444.38,393.61,150.94,687.05,38.08,9.39,28.69,8.38,6.871,1.509
"Xinjiang",1967,871.84,459.05,412.79,158.73,713.11,37.16,9.19,27.97,8.718,7.131,1.587
"Xinjiang",1968,908.42,476.58,431.84,162.69,745.73,40.73,9.23,31.5,9.084,7.457,1.627
"Xinjiang",1969,943.55,492.08,451.47,168.37,775.18,38.81,8.66,30.15,9.436,7.752,1.684
"Xinjiang",1970,976.58,506.19,470.39,173.15,803.43,36.63,8.17,28.46,9.766,8.034,1.732
"Xinjiang",1971,1009.91,522.09,487.82,175.55,834.36,35.02,7.71,27.31,10.099,8.344,1.756
"Xinjiang",1972,1049.69,541.69,508,192.75,856.94,38.36,7.92,30.44,10.497,8.569,1.928
"Xinjiang",1973,1089.08,561.4,527.68,205.79,883.29,38.01,7.84,30.17,10.891,8.833,2.058
"Xinjiang",1974,1125.82,578.16,547.66,213.91,911.91,35.87,8.66,27.21,11.258,9.119,2.139
"Xinjiang",1975,1154.53,593,561.53,259.82,894.71,33.1,8.74,24.36,11.545,8.947,2.598
"Xinjiang",1976,1185.8,607.59,578.21,269.72,916.08,28.96,7.58,21.38,11.858,9.161,2.697
"Xinjiang",1977,1208.97,618.71,590.26,276.44,932.53,26.06,8.24,17.82,12.09,9.325,2.764
"Xinjiang",1978,1233.01,630.18,602.83,321.4,911.61,22.55,7.69,14.86,12.33,9.116,3.214
"Xinjiang",1979,1255.97,641.59,614.38,361.2,894.77,22.54,8.33,14.21,12.56,8.948,3.612
"Xinjiang",1980,1283.24,654.9,628.34,372.74,910.5,21.28,7.62,13.66,12.832,9.105,3.727
"Xinjiang",1981,1303.05,667.16,635.89,380.2,922.85,21.09,7.46,13.63,13.031,9.229,3.802
"Xinjiang",1982,1315.9,675.35,640.55,374.81,941.09,21.16,6.65,14.51,13.159,9.411,3.748
"Xinjiang",1983,1333.3,681.97,651.33,443.71,889.59,19.31,6.97,12.34,13.333,8.896,4.437
"Xinjiang",1984,1344.08,687.3,656.78,544.03,800.05,19.76,6.45,13.31,13.441,8.001,5.44
"Xinjiang",1985,1361.14,696.81,664.33,582.24,778.9,19.8,6.39,13.41,13.611,7.789,5.822
"Xinjiang",1986,1383.64,708.46,675.18,613.34,770.3,20.54,6.13,14.41,13.84,7.703,6.133
"Xinjiang",1987,1406.33,719.77,686.56,630.38,775.95,21.03,5.96,15.07,14.24,7.76,6.304
"Xinjiang",1988,1426.42,730.57,695.85,642.6,783.82,19.72,5.99,13.73,14.26,7.838,6.426
"Xinjiang",1989,1454.16,745.01,709.15,657.08,797.08,21.15,5.77,15.38,14.54,7.971,6.571
"Xinjiang",1990,1529.16,785.06,744.1,685.96,843.2,26.41,7.81,18.6,15.29,8.432,6.86
"Xinjiang",1991,1554.57,798.14,756.43,698.79,855.78,24.45,7.86,16.59,15.55,8.558,6.988
"Xinjiang",1992,1580.63,811.45,769.18,715.64,864.99,22.8,7.84,14.96,15.81,8.65,7.156
"Xinjiang",1993,1605.26,824.48,780.78,743.04,862.22,21.53,7.68,13.85,16.05,8.622,7.43
"Xinjiang",1994,1632.7,838.46,794.24,785.43,847.27,20.82,7.43,13.39,16.32,8.473,7.854
"Xinjiang",1995,1661.35,848.12,813.23,822.53,838.82,18.9,6.45,12.45,16.61,8.388,8.225
"Xinjiang",1996,1689.29,869.59,819.7,846.17,843.12,19.45,6.6,12.85,16.89,8.431,8.462
"Xinjiang",1997,1718.08,883.03,835.05,860.76,857.32,19.66,6.55,13.11,17.18,8.573,8.608
"Xinjiang",1998,1747.35,897.9,849.45,875.42,871.93,19.74,6.93,12.81,17.47,8.719,8.754
"Xinjiang",1999,1775,910.98,864.02,929,846,18.76,6.96,11.8,17.74,8.46,9.29
"Xinjiang",2000,1849.41,957.07,892.34,624.18,1225.23,17.57,5.4,12.17,18.49,12.252,6.242
"Xinjiang",2001,1876.19,954.23,921.96,633.21,1242.98,16.82,5.69,11.13,18.762,12.43,6.332
"Xinjiang",2002,1905.19,975.46,929.73,644.72,1260.47,16.3,5.43,10.87,19.05,12.605,6.447
"Xinjiang",2003,1933.95,994.24,939.71,665.11,1268.84,16.01,5.23,10.78,19.34,12.688,6.651
"Xinjiang",2004,1963.11,1008.02,955.09,690.11,1273,16,5.09,10.91,19.63,12.73,6.901
"Xinjiang",2005,2010.35,1029.7,980.65,746.85,1263.5,16.42,5.04,11.38,20.104,12.621,7.46
"Xinjiang",2006,2050,1050.01,999.99,777.77,1272.23,15.97,5.03,10.94,20.5,12.722,7.778
"Xinjiang",2007,2095.19,1072.53,1022.66,820.27,1274.92,16.79,5.01,11.78,20.952,12.748,8.202
"Xinjiang",2008,2130.81,1083.94,1046.87,844.65,1286.16,16.05,4.88,11.17,21.308,12.862,8.446
"Xinjiang",2009,,,,,,,,,21.586,12.99,8.602
"Xinjiang",2010,,,,,,,,,21.851,12.48,9.336
"Xinjiang",2011,,,,,,,,,22.087,12.47,9.617
"Xinjiang",2012,,,,,,,,,22.328,12.508,9.82
"Xinjiang",2013,,,,,,,,,22.643,12.574,10.069
"Xinjiang",2014,,,,,,,,,22.985,12.396,10.589
"Xinjiang",2015,,,,,,,,,23.597,12.452,11.145
"Xinjiang",2016,,,,,,,,,23.981,12.386,11.595
"Yunnan",1949,1595,,,77.52,1517.48,,,,15.95,15.175,0.775
"Yunnan",1950,1626.73,,,79.01,1547.72,31.35,17.86,13.49,16.267,15.477,0.79
"Yunnan",1951,1660.23,,,80.62,1579.61,32.86,16.73,16.13,16.602,15.796,0.806
"Yunnan",1952,1695.12,,,82.26,1612.86,33.69,16.16,17.53,16.951,16.129,0.823
"Yunnan",1953,1730.6,851.28,879.32,83.94,1646.66,35.26,15.6,19.66,17.306,16.467,0.839
"Yunnan",1954,1767.75,871.13,896.62,193.82,1573.93,37.91,16.72,21.19,17.678,15.739,1.938
"Yunnan",1955,1805.83,897.39,908.44,201.49,1604.34,32.41,13.73,18.68,18.058,16.043,2.015
"Yunnan",1956,1841.63,913.99,927.64,217.72,1623.91,34.75,15.21,19.53,18.416,16.239,2.177
"Yunnan",1957,1896.78,941.94,954.84,237.13,1659.65,36.27,16.29,19.98,18.968,16.597,2.371
"Yunnan",1958,1914.48,959.9,954.58,349.69,1564.79,23.61,21.62,1.99,19.145,15.648,3.497
"Yunnan",1959,1911.93,951.55,960.38,347.61,1564.32,20.93,17.95,2.98,19.119,15.643,3.476
"Yunnan",1960,1894.55,937.85,956.7,305.25,1589.3,24.19,26.26,-2.07,18.946,15.893,3.053
"Yunnan",1961,1899.86,934.37,965.49,280.39,1619.47,19.4,11.84,7.56,18.999,16.195,2.804
"Yunnan",1962,1963.72,966.21,997.51,275.03,1688.69,39.71,10.85,28.86,19.637,16.887,2.75
"Yunnan",1963,2021.08,998.27,1022.81,247.41,1773.67,43.15,14.14,29.01,20.211,17.737,2.474
"Yunnan",1964,2088.44,1039.85,1048.59,296.1,1792.34,45.66,15.23,30.43,20.884,17.923,2.961
"Yunnan",1965,2160.36,1075.27,1085.09,261.39,1898.97,44.01,12.97,31.04,21.604,18.99,2.614
"Yunnan",1966,2231.86,1113.56,1118.3,273.92,1957.94,38.97,10.8,28.17,22.319,19.579,2.739
"Yunnan",1967,2287.13,1138.01,1149.12,276.09,2011.04,35.87,10,25.88,22.871,20.11,2.761
"Yunnan",1968,2361.69,1182.08,1179.61,274.96,2086.73,38.7,9.27,29.42,23.617,20.867,2.75
"Yunnan",1969,2422.79,1212.65,1210.14,271.19,2151.6,28.83,8.15,20.68,24.228,21.516,2.712
"Yunnan",1970,2503.33,1246.44,1256.89,271.16,2232.17,28.53,8.15,20.38,25.033,22.322,2.712
"Yunnan",1971,2592.69,1291.37,1301.32,297.42,2295.27,38.11,8.02,30.09,25.927,22.953,2.974
"Yunnan",1972,2663.08,1327.47,1335.61,312.2,2350.89,36.68,8.65,28.03,26.631,23.509,3.122
"Yunnan",1973,2746.89,1369.72,1377.17,323.95,2422.94,36.38,8.6,27.79,27.469,24.229,3.24
"Yunnan",1974,2818.97,1408,1410.97,326.06,2492.91,34.36,8.94,25.43,28.19,24.929,3.261
"Yunnan",1975,2884.29,1441.8,1442.49,335.91,2548.38,31.72,8.68,23.04,28.843,25.484,3.359
"Yunnan",1976,2951.75,1477.06,1474.69,343.25,2608.5,31.83,7.84,24,29.518,26.085,3.433
"Yunnan",1977,3024.59,1514.98,1509.61,351.65,2672.94,31.01,7.65,23.36,30.246,26.729,3.517
"Yunnan",1978,3091.47,1548.75,1542.72,375.75,2715.72,28.37,6.93,21.44,30.915,27.157,3.758
"Yunnan",1979,3134.79,1569.14,1565.65,388.31,2746.48,24.08,8.13,15.95,31.348,27.465,3.883
"Yunnan",1980,3173.39,1590.01,1583.38,395.41,2777.98,20.91,7.36,13.55,31.734,27.78,3.954
"Yunnan",1981,3222.77,1622.19,1600.58,416.54,2806.23,25.36,8.6,16.76,32.228,28.062,4.165
"Yunnan",1982,3283.1,1657.5,1625.6,433,2850.1,23.8,9.88,13.92,32.831,28.501,4.33
"Yunnan",1983,3330.8,1683.1,1647.7,472,2858.8,23.57,9.19,14.38,33.308,28.588,4.72
"Yunnan",1984,3372.1,1707.3,1664.8,698.7,2673.4,20.29,7.92,12.37,33.721,26.734,6.987
